Product Number,TEXT,isP_bin,1RE_val,2RE_val,G_val,A_val
9B18C019,,1,BROWN,EASTERN ASIA,MAN,
9B18M095,,1,ASIAN,NORTH AMERICA,WOMAN,
9B18M093,,1,WHITE,WESTERN EUROPE,MAN,
9B18M094,,1,WHITE,NORTH AMERICA,MAN,
9B18M096,,1,WHITE,NORTH AMERICA,MAN,
9B18M090,,0,,,,
9B18A037,,1,WHITE,,MAN,
9B18N013,,0,,,,
9B18B007,,1,WHITE,NORTH AMERICA,MAN,
9B18N011,,1,WHITE,SOUTHERN ASIA,MAN,
9B18A034,,1,BROWN,NORTH AMERICA,WOMAN,
9B18A036,,1,WHITE,SOUTHERN ASIA,MAN,
9B18C016,,1,BROWN,,WOMAN,
9B18M091,,0,,,,
9B18B008,,1,WHITE,,MAN,61
9B18M092,,0,,,,
9B18A033,,1,BROWN,SOUTHERN ASIA,MAN,
9B18B006,,1,BROWN,NORTH AMERICA,MAN,
9B18C015,,1,WHITE,SOUTHERN AFRICA,MAN,
9B18D012,,1,ASIAN,NORTH AMERICA,MAN,
9B18M089,,1,WHITE,NORTH AMERICA,MAN,
9B18N010,,1,BROWN,NORTH AMERICA,WOMAN,
9B18A035,,1,WHITE,NORTH AMERICA,WOMAN,
9B18B005,,1,WHITE,,WOMAN,
9B18A032,,0,,,,
9B18M087,,1,WHITE,NORTH AMERICA,MAN,53
9B18M088,,1,INDIGENOUS,NORTH AMERICA,MAN,
9B18C011,,1,WHITE,NORTH AMERICA,MAN,
9B18D011,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M086,,1,WHITE,SOUTHERN ASIA,MAN,
9B18D010,,1,BROWN,EASTERN ASIA,MAN,
9B18M085,,1,ASIAN,NORTH AMERICA,MAN,
9B18N008,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B18A030,,1,BROWN,NORTH AMERICA,MAN,
9B18M082,,1,WHITE,,MAN,
9B18A029,,1,,WESTERN ASIA,WOMAN,
9B18M084,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M083,,1,WHITE,NORTHERN EUROPE,MAN,
9B18C013,,1,WHITE,NORTH AMERICA,MAN,
9B18D008,,1,WHITE,NORTH AMERICA,MAN,
9B18M078,,1,WHITE,WESTERN EUROPE,MAN,
9B18M079,,1,WHITE,,MAN,
9B18M080,,0,,,,
9B18A026,,1,WHITE,EASTERN ASIA,MAN,
9B18A027,,1,ASIAN,NORTH AMERICA,WOMAN,
9B16E038,,1,WHITE,WESTERN EUROPE,MAN,
9B18C012,,1,WHITE,NORTH AMERICA,MAN,53
9B18M081,,1,WHITE,,MAN,
9B18M075,,0,,,,
9B18M071,,1,WHITE,NORTH AMERICA,MAN,
9B18M072,,1,WHITE,NORTH AMERICA,MAN,
9B18M077,,1,WHITE,NORTH AMERICA,MAN,70
9B18M074,,1,WHITE,,WOMAN,
9B18A025,,0,,,,
9B18M039,,0,,,,
9B18A024,,0,,,,
9B18M069,,1,BROWN,,MAN,53
9B18M064,,0,,,,
9B18M065,,1,BROWN,SOUTHERN ASIA,MAN,
9B18A023,,1,BROWN,SOUTHERN ASIA,MAN,
9B18M066,,1,BROWN,SOUTHERN ASIA,MAN,
9B18A022,,1,BROWN,SOUTHERN ASIA,MAN,
9B18M068,,1,BROWN,,MAN,
9B18M061,,0,,,,
9B18M067,,0,,,,
9B18N006,,1,ASIAN,EASTERN ASIA,WOMAN,
9B18C010,,1,ASIAN,SOUTHERN ASIA,MAN,
9B18M062,,1,BROWN,NORTH AMERICA,MAN,
9B18M060,,1,BROWN,NORTH AMERICA,MAN,44
9B18C007,,1,WHITE,NORTH AMERICA,WOMAN,
9B18C008,,1,WHITE,,MAN,
9B18M053,,0,,,,
9B18M054,,0,,,,
9B18M055,,0,,,,
9B18M056,,0,,,,
9B18M057,,0,,,,
9B18M058,,0,,,,
9B18M059,,0,,,,
9B18M063,,1,ASIAN,SOUTHERN ASIA,MAN,
9B18C009,,1,BROWN,SOUTHERN ASIA,MAN,
9B18D005,,1,BROWN,EASTERN ASIA,MAN,
9B18E008,,1,ASIAN,NORTH AMERICA,WOMAN,
9B18M050,,1,WHITE,NORTHERN EUROPE,MAN,62
9B18A011,,1,ASIAN,WESTERN EUROPE,WOMAN,
9B18B003,,1,WHITE,NORTH AMERICA,WOMAN,
9B18B004,,1,WHITE,NORTH AMERICA,MAN,
9B18M047,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M048,,1,WHITE,WESTERN EUROPE,WOMAN,
9B18M052,,1,WHITE,,MAN,51
9B18N005,,1,WHITE,NORTH AMERICA,MAN,73
9B18M045,,1,WHITE,SOUTHERN AFRICA,MAN,
9B18M046,,1,BLACK,WESTERN ASIA,WOMAN,
9B18M044,,1,WHITE,,WOMAN,
9B18A019,,0,,,,
9B18B002,,1,BROWN,NORTH AMERICA,MAN,33
9B18E007,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M041,,1,WHITE,NORTH AMERICA,MAN,39
9B18A018,,1,ASIAN,NORTH AMERICA,MAN,
9B18A016,,1,WHITE,NORTH AMERICA,WOMAN,
9B18C006,,1,WHITE,,MAN,41
9B18M031,,0,,,,
9B18M032,,1,BROWN,NORTH AMERICA,MAN,
9B18M035,,1,INDIGENOUS,EASTERN ASIA,MAN,
9B18M036,,1,ASIAN,SOUTHERN ASIA,MAN,57
9B18A017,,1,WHITE,SOUTHERN ASIA,MAN,
9B18N003,,1,BROWN,NORTH AMERICA,MAN,
9B18E004,,1,WHITE,SOUTHERN ASIA,MAN,
9B18A013,,1,WHITE,,MAN,52
9B18D004,,1,ASIAN,EASTERN EUROPE,MAN,53
9B18E006,,1,WHITE,,MAN,55
9B18M033,,0,,,,
9B18M027,,1,BROWN,WESTERN EUROPE,MAN,37
9B18A014,,1,WHITE,NORTH AMERICA,MAN,44
9B17C030,,1,WHITE,SOUTHERN ASIA,MAN,58
9B18A010,,1,BROWN,NORTH AMERICA,MAN,
9B18E005,,1,WHITE,NORTH AMERICA,MAN,
9B18C005,,1,WHITE,,MAN,
9B18M029,,1,,NORTH AMERICA,WOMAN,
9B18N002,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B18E003,,1,BROWN,,MAN,
9B18M028,,1,ASIAN,NORTH AMERICA,MAN,50
9B18M026,,1,WHITE,SOUTHERN ASIA,MAN,53
9B18M023,,1,BROWN,SOUTH AMERICA,MAN,
9B18A009,,1,BROWN,SOUTHERN ASIA,MAN,56
9B18C004,,1,BROWN,,MAN,
9B18M022,,1,,,MAN,
9B18M014,,1,,,MAN,
9B18M015,,1,,,MAN,
9B18M020,,1,WHITE,SOUTH AMERICA,MAN,
9B18C003,,1,WHITE,,MAN,61
9B18M005,,0,,,,
9B18A003,,1,BROWN,SOUTHERN ASIA,MAN,
9B18A004,,1,BROWN,SOUTHERN ASIA,MAN,
9B18A007,,1,BROWN,EASTERN ASIA,MAN,
9B18D002,,1,ASIAN,SOUTHERN ASIA,MAN,
9B18M006,,1,BROWN,,MAN,
9B18A006,,1,BROWN,NORTH AMERICA,MAN,
9B18C002,,1,ASIAN,NORTH AMERICA,WOMAN,64
9B18M008,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M007,,1,WHITE,EASTERN ASIA,MAN,
9B18D001,,1,ASIAN,EASTERN ASIA,MAN,89
9B18M003,,1,ASIAN,NORTH AMERICA,MAN,
9B17A060,,1,WHITE,EASTERN ASIA,WOMAN,
9B18M004,,1,ASIAN,,WOMAN,36
9B18A002,,1,WHITE,,MAN,
9B17C047,,1,ASIAN,,MAN,30
9B17A067,,1,WHITE,NORTH AMERICA,MAN,60
9B17A069,,1,WHITE,EASTERN EUROPE,WOMAN,23
9B17C042,,1,WHITE,SOUTHERN AFRICA,MAN,35
9B17C046,,1,BLACK,SOUTHERN AFRICA,MAN,
9B17M185,,1,BROWN,WESTERN ASIA,MAN,
9B17M186,,1,WHITE,NORTH AMERICA,MAN,
9B17M188,,1,WHITE,NORTH AMERICA,WOMAN,
9B17C048,,1,WHITE,WESTERN EUROPE,WOMAN,
9B17M187,,1,WHITE,SOUTHERN ASIA,MAN,45
9B17A068,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B17M177,,1,BROWN,,MAN,
9B17M180,,1,BROWN,,MAN,51
9B17M183,,1,WHITE,NORTH AMERICA,MAN,
9B17M184,,1,WHITE,NORTH AMERICA,WOMAN,46
9B17A054,,1,WHITE,,MAN,
9B17A066,,1,ASIAN,SOUTHERN ASIA,MAN,
9B17A065,,1,BROWN,NORTH AMERICA,WOMAN,
9B17D023,,1,WHITE,NORTH AMERICA,MAN,
9B17D024,,1,WHITE,NORTH AMERICA,WOMAN,
9B17M181,,1,WHITE,SOUTHERN ASIA,MAN,
9B17D025,,1,BROWN,NORTH AMERICA,MAN,
9B17M174,,1,WHITE,NORTHERN EUROPE,WOMAN,
9B17M175,,1,WHITE,,MAN,
9B17N024,,1,WHITE,SOUTH AMERICA,WOMAN,
9B17A061,,1,BROWN,SOUTHERN ASIA,MAN,
9B17A062,,1,BROWN,NORTH AMERICA,MAN,
9B17A063,,1,WHITE,SOUTHERN ASIA,MAN,
9B17A064,,1,BROWN,NORTH AMERICA,MAN,
9B17E016,,1,WHITE,SOUTH AMERICA,MAN,57
9B17C045,,1,WHITE,UNKNOWN,MAN,
9B17M172,,1,ASIAN,EASTERN ASIA,WOMAN,
9B17D020,,1,ASIAN,SOUTHERN ASIA,MAN,
9B17C041,,1,BROWN,SOUTHERN ASIA,MAN,
9B17C043,,1,ASIAN,NORTH AMERICA,MAN,
9B17E014,,1,WHITE,,MAN,50
9B17M170,,0,,,,
9B17A058,,1,,SOUTHERN ASIA,MAN,
9B17A059,,1,BROWN,,MAN,
9B17N023,,0,,,,
9B17M165,,1,BROWN,NORTH AMERICA,MAN,
9B17M169,,1,WHITE,,MAN,44
9B17M166,,0,,,,
9B17A055,,1,WHITE,,MAN,
9B17A057,,0,,,,
9B17M147,,1,BROWN,EASTERN ASIA,MAN,
9B17M160,,1,WHITE,NORTH AMERICA,MAN,59
9B17A053,,1,ASIAN,NORTH AMERICA,WOMAN,
9B17D018,,1,WHITE,NORTH AMERICA,MAN,
9B17N022,,1,WHITE,SOUTHERN ASIA,MAN,
9B17E012,,1,BROWN,NORTH AMERICA,MAN,
9B17E013,,1,WHITE,SOUTHERN ASIA,MAN,
9B17D016,,1,BROWN,,MAN,
9B17M155,,0,,,,
9B17M158,,0,,,,
9B17M157,,0,,,,
9B17E011,,0,,,,
9B17N021,,0,,,,
9B17D017,,1,WHITE,NORTH AMERICA,MAN,
9B17B022,,1,WHITE,SOUTHEASTERN ASIA,WOMAN,
9B17C036,,1,ASIAN,,MAN,76
9B17M144,,0,,,,
9B17M146,,0,,,,
9B17M148,,1,WHITE,,MAN,
9B17M149,,0,,,,
9B17M150,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B17M151,,1,BROWN,NORTH AMERICA,MAN,
9B17A050,,1,WHITE,,MAN,
9B17D015,,1,,SOUTHERN ASIA,MAN,
9B17M143,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B17N019,,1,BROWN,,MAN,
9B17A049,,1,WHITE,SOUTHERN ASIA,MAN,
9B17D014,,1,BROWN,SOUTHERN EUROPE,WOMAN,
9B17M142,,1,WHITE,NORTH AMERICA,MAN,42
9B17B021,,1,WHITE,EASTERN ASIA,WOMAN,
9B17M164,,1,ASIAN,NORTH AMERICA,MAN,58
9B17M134,,1,WHITE,NORTH AMERICA,MAN,71
9B17M135,,1,WHITE,NORTH AMERICA,MAN,71
9B17M136,,1,WHITE,NORTH AMERICA,MAN,71
9B17M138,,1,,,WOMAN,
9B17M124,,1,,EASTERN ASIA,MAN,
9B17M126,,1,ASIAN,SOUTHERN ASIA,MAN,
9B17C035,,1,BROWN,SOUTHERN ASIA,MAN,
9B17A045,,1,BROWN,SOUTHERN ASIA,MAN,
9B17A047,,1,BROWN,SOUTHERN ASIA,MAN,
9B17B020,,1,BROWN,,MAN,
9B17M137,,0,,,,
9B17M139,,1,WHITE,,MAN,
9B17A048,,0,,,,
9B17B019,,1,WHITE,NORTH AMERICA,WOMAN,
9B17D013,,1,WHITE,NORTH AMERICA,WOMAN,
9B17M123,,1,WHITE,EASTERN ASIA,MAN,42
9B17M127,,1,ASIAN,SOUTHERN ASIA,MAN,
9B17M128,,1,BROWN,,MAN,
9B17M129,,1,,AUSTRALIA AND NEW ZEALAND,WOMAN,
9B17M130,,1,WHITE,SOUTHERN ASIA,MAN,
9B17C034,,1,BROWN,NORTH AMERICA,MAN,
9B17C033,,1,ASIAN,NORTH AMERICA,MAN,
9B17D012,,1,WHITE,,MAN,
9B17E010,,1,,NORTH AMERICA,MAN,
9B17M121,,1,WHITE,,WOMAN,
9B17M122,,0,,,,
9B17M125,,1,BROWN,,MAN,
9B17N018,,0,,,,
9B17B017,,1,,,MAN,
9B17M116,,0,,,,
9B17M117,,1,ASIAN,SOUTHERN ASIA,MAN,
9B17M118,,1,BROWN,NORTH AMERICA,MAN,
9B17M115,,1,WHITE,SOUTHERN ASIA,MAN,
9B17M113,,1,BROWN,NORTH AMERICA,MAN,
9B17M119,,1,WHITE,,MAN,46
9B17M120,,0,,,,
9B17M114,,1,WHITE,,MAN,44
9B17A043,,1,WHITE,SOUTHERN ASIA,MAN,53
9B17C029,,1,BROWN,EASTERN ASIA,MAN,
9B17N014,,0,,,,
9B17N015,,0,,,,
9B17N017,,0,,,,
9B17M110,,0,,,,
9B17B015,,1,BROWN,EASTERN ASIA,WOMAN,
9B17B016,,1,ASIAN,,MAN,
9B17M102,,0,,,,
9B17M109,,1,WHITE,SOUTH AMERICA,MAN,
9B17C026,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B17C027,,1,BROWN,SOUTHERN ASIA,MAN,
9B17E009,,1,BROWN,EASTERN ASIA,MAN,
9B17M107,,1,WHITE,SOUTHERN ASIA,MAN,
9B17M101,,1,BROWN,SOUTHERN ASIA,MAN,
9B17M084,,1,BROWN,NORTH AMERICA,MAN,
9B17N011,,1,WHITE,NORTH AMERICA,MAN,
9B17A036,,1,WHITE,SOUTHERN ASIA,MAN,
9B17C022,,1,BROWN,,MAN,
9B17C023,,0,,,,
9B17D008,,1,BROWN,NORTH AMERICA,MAN,
9B17M092,,0,,,,
9B17M097,,1,BROWN,NORTH AMERICA,MAN,
9B17M099,,1,WHITE,NORTH AMERICA,MAN,
9B17B014,,1,WHITE,SOUTHERN ASIA,MAN,
9B17M098,,1,BROWN,SOUTHERN ASIA,MAN,
9B17N012,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B17M093,,1,BROWN,EASTERN ASIA,MAN,
9B17M096,,1,ASIAN,NORTH AMERICA,MAN,
9B17M088,,1,WHITE,SOUTHERN ASIA,MAN,
9B17C021,,1,BROWN,SOUTHERN EUROPE,MAN,48
9B17M081,,1,WHITE,NORTH AMERICA,MAN,53
9B17A025,,1,WHITE,SOUTHERN ASIA,MAN,
9B17E007,,1,BROWN,SOUTHERN ASIA,MAN,
9B17E008,,1,BROWN,EASTERN AFRICA,MAN,
9B17M083,,1,BLACK,SOUTHERN ASIA,MAN,
9B17A033,,1,BROWN,NORTH AMERICA,MAN,
9B17E005,,1,WHITE,SOUTHERN ASIA,MAN,
9B17M089,,1,BROWN,WESTERN EUROPE,MAN,
9B17M090,,1,WHITE,SOUTHERN ASIA,WOMAN,45
9B17M082,,1,WHITE,NORTH AMERICA,MAN,
9B17A035,,1,WHITE,,MAN,25
9B17N010,,0,,,,
9B17A032,,0,,,,
9B17B013,,1,BROWN,EASTERN ASIA,MAN,
9B17M086,,1,ASIAN,,MAN,
9B17A034,,0,,,,
9B17M087,,1,WHITE,NORTH AMERICA,MAN,
9B17D007,,1,WHITE,UNKNOWN,MAN,
9B17M085,,1,WHITE,NORTH AMERICA,WOMAN,
9B17M068,,1,WHITE,NORTH AMERICA,MAN,
9B17M076,,1,WHITE,,MAN,
9B17A029,,0,,,,
9B17A030,,0,,,,
9B17A031,,1,BLACK,NORTH AMERICA,MAN,37
9B17B012,,1,WHITE,SOUTH AMERICA,WOMAN,
9B17M077,,1,WHITE,,WOMAN,
9B17M078,,0,,,,
9B17M080,,1,ASIAN,SOUTHERN ASIA,MAN,
9B17M079,,1,BROWN,NORTH AMERICA,MAN,51
9B17A027,,1,WHITE,NORTH AMERICA,WOMAN,
9B17D006,,1,WHITE,,WOMAN,
9B17B009,,0,,,,
9B17B011,,1,WHITE,,WOMAN,
9B17M065,,0,,,,
9B17M071,,0,,,,
9B17A028,,1,BROWN,SOUTHERN ASIA,MAN,
9B17A026,,1,BROWN,,MAN,
9B17E004,,0,,,,
9B17M066,,1,INDIGENOUS,NORTH AMERICA,MAN,
9B17M073,,1,WHITE,,MAN,
9B17M074,,0,,,,
9B17M072,,0,,,,
9B17M067,,1,ASIAN,SOUTHERN ASIA,MAN,
9B17C019,,1,BROWN,NORTH AMERICA,MAN,
9B17M061,,1,WHITE,NORTH AMERICA,MAN,
9B17B007,,1,WHITE,NORTH AMERICA,MAN,
9B17M064,,1,WHITE,SOUTHERN ASIA,MAN,
9B17A024,,1,BROWN,SOUTHERN ASIA,MAN,
9B17C016,,1,BROWN,SOUTHERN ASIA,MAN,
9B17C017,,1,BROWN,NORTH AMERICA,MAN,80
9B17M058,,1,WHITE,EASTERN ASIA,MAN,
9B17M063,,1,WHITE,,MAN,51
9B17B010,,0,,,,
9B17M055,,1,WHITE,,MAN,
9B17M059,,0,,,,
9B17M057,,1,WHITE,,MAN,
9B17C015,,1,BROWN,EASTERN ASIA,MAN,
9B17M045,,1,ASIAN,,MAN,47
9B17M056,,0,,,,
9B17A020,,0,,,,
9B17A021,,1,WHITE,,MAN,
9B17A023,,0,,,,
9B17M052,,0,,,,
9B17M054,,1,BROWN,AUSTRALIA AND NEW ZEALAND,MAN,
9B17N009,,1,WHITE,,WOMAN,
9B17A022,,0,,,,
9B17C014,,1,ASIAN,NORTH AMERICA,MAN,
9B17C013,,1,WHITE,UNKNOWN,WOMAN,
9B17M049,,1,WHITE,,MAN,
9B17A018,,0,,,,
9B17A019,,1,WHITE,SOUTHERN ASIA,MAN,
9B17D005,,1,BROWN,,MAN,
9B17N007,,0,,,,
9B17N008,,1,ASIAN,WESTERN EUROPE,MAN,
9B17M048,,1,WHITE,WESTERN EUROPE,WOMAN,
9B17B006,,1,WHITE,SOUTHERN ASIA,MAN,59
9B17M042,,1,BROWN,NORTH AMERICA,MAN,
9B17A017,,1,WHITE,CARIBBEAN,WOMAN,
9B17M046,,1,BLACK,NORTH AMERICA,MAN,
9B17M047,,1,WHITE,NORTH AMERICA,MAN,
9B17A014,,1,WHITE,SOUTHERN ASIA,MAN,43
9B17A016,,1,BROWN,SOUTHERN ASIA,MAN,
9B17D004,,1,BROWN,SOUTHERN ASIA,MAN,
9B17A015,,1,BROWN,NORTH AMERICA,MAN,
9B17B005,,1,WHITE,,WOMAN,
9B17M043,,0,,,,
9B17A011,,1,BROWN,NORTH AMERICA,MAN,
9B17A012,,1,WHITE,NORTH AMERICA,MAN,
9B17B004,,1,WHITE,WESTERN ASIA,MAN,51
9B17M041,,1,WHITE,WESTERN ASIA,MAN,
9B17M044,,1,WHITE,EASTERN ASIA,MAN,
9B17C012,,1,ASIAN,NORTH AMERICA,MAN,
9B17M039,,1,WHITE,,MAN,
9B17N006,,0,,,,
9B17A013,,1,BROWN,NORTH AMERICA,MAN,
9B17M040,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B17A010,,1,BROWN,SOUTHERN ASIA,MAN,
9B17C011,,1,BROWN,,MAN,
9B17M038,,0,,,,
9B17D003,,1,WHITE,NORTH AMERICA,MAN,66
9B17M037,,1,WHITE,SOUTHERN ASIA,MAN,
9B17C007,,1,BROWN,SOUTHERN ASIA,MAN,
9B17C010,,1,BROWN,SOUTHERN ASIA,MAN,
9B17A008,,1,BROWN,,WOMAN,
9B17A009,,0,,,,
9B17C008,,1,BROWN,SOUTHERN ASIA,MAN,
9B17C009,,1,BROWN,SOUTHERN ASIA,MAN,
9B17N005,,1,BROWN,,WOMAN,
9B17C004,,0,,,,
9B17M035,,1,BROWN,NORTH AMERICA,MAN,
9B17M036,,1,WHITE,SOUTHERN ASIA,MAN,
9B17M034,,1,BROWN,NORTH AMERICA,MAN,
9B17C006,,1,WHITE,EASTERN ASIA,MAN,
9B17M032,,1,ASIAN,,MAN,
9B17M033,,0,,,,
9B17B002,,1,BROWN,,MAN,
9B17M030,,0,,,,
9B17N001,,1,ASIAN,EASTERN ASIA,MAN,
9B17N002,,1,ASIAN,SOUTHERN AFRICA,MAN,77
9B17M031,,1,BLACK,SOUTHERN ASIA,MAN,57
9B17N003,,1,BROWN,NORTH AMERICA,MAN,
9B17C005,,1,BROWN,NORTH AMERICA,WOMAN,22
9B17E003,,0,WHITE,,MAN,
9B17A006,,1,BROWN,NORTH AMERICA,MAN,
9B17A007,,1,WHITE,EASTERN ASIA,WOMAN,
9B17M021,,1,ASIAN,,MAN,36
9B17M025,,0,,,,
9B17M028,,1,WHITE,NORTH AMERICA,WOMAN,
9B17E001,,1,WHITE,NORTH AMERICA,WOMAN,
9B17M017,,1,WHITE,SOUTHERN EUROPE,WOMAN,
9B17M019,,1,WHITE,NORTH AMERICA,MAN,
9B17M020,,1,WHITE,NORTH AMERICA,WOMAN,
9B17M027,,1,WHITE,NORTH AMERICA,MAN,
9B17A005,,1,WHITE,,MAN,40
9B17A004,,1,BROWN,,MAN,
9B17M013,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B17M014,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B17M015,,1,BROWN,,WOMAN,
9B17M018,,0,,,,
9B17C002,,0,,,,
9B17D002,,1,BROWN,SOUTHERN ASIA,MAN,
9B17M007,,1,BROWN,WESTERN EUROPE,WOMAN,
9B17A001,,1,ASIAN,SOUTHERN ASIA,MAN,35
9B17M002,,1,WHITE,SOUTHERN ASIA,MAN,74
9B17M006,,1,BROWN,,MAN,
9B17M008,,0,,,,
9B17M010,,1,WHITE,WESTERN EUROPE,MAN,
9B17M011,,1,WHITE,,MAN,
9B17A003,,0,,,,
9B17M005,,0,,,,
9B16C052,,1,WHITE,NORTH AMERICA,MAN,
9B16E040,,1,WHITE,EASTERN ASIA,MAN,
9B17M001,,1,ASIAN,EASTERN ASIA,MAN,
9B17M003,,1,ASIAN,EASTERN ASIA,MAN,60
9B17M004,,1,ASIAN,WESTERN EUROPE,WOMAN,36
9B17C001,,1,WHITE,NORTH AMERICA,MAN,
9B16A066,,1,WHITE,NORTH AMERICA,WOMAN,
9B16M230,,1,WHITE,NORTH AMERICA,MAN,
9B16M230,,0,,,,
9B16M224,,1,BROWN,SOUTHERN ASIA,MAN,
9B16C053,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B16C054,,1,BROWN,,WOMAN,
9B16D026,,0,,,,
9B16M223,,1,BROWN,WESTERN ASIA,MAN,
9B16A003,,1,BROWN,,MAN,
9B16M220,,0,,,,
9B16M225,,1,BROWN,NORTH AMERICA,MAN,
9B16M227,,1,WHITE,SOUTHERN ASIA,MAN,
9B16A065,,1,BROWN,,MAN,
9B16M217,,0,,,,
9B16M221,,1,BROWN,,MAN,
9B16M222,,0,,,,
9B16M226,,0,,,,
9B16N069,,1,BROWN,NORTHERN EUROPE,MAN,
9B16M213,,1,WHITE,NORTH AMERICA,MAN,
9B16C051,,1,WHITE,EASTERN ASIA,MAN,
9B16B022,,1,ASIAN,EASTERN ASIA,MAN,
9B16M215,,1,ASIAN,SOUTHERN ASIA,MAN,
9B16C048,,1,BROWN,SOUTHEASTERN ASIA,MAN,
9B16M214,,1,ASIAN,,MAN,
9B16N070,,0,,,,
9B16N071,,1,BROWN,NORTH AMERICA,MAN,
9B16C049,,1,WHITE,NORTH AMERICA,MAN,
9B16C050,,1,WHITE,EASTERN ASIA,WOMAN,
9B16M202,,1,ASIAN,SOUTHERN ASIA,MAN,
9B16M210,,1,BROWN,NORTH AMERICA,MAN,
9B16M211,,1,ASIAN,NORTH AMERICA,MAN,
9B16M212,,1,WHITE,NORTH AMERICA,MAN,
9B15D011,,1,WHITE,NORTH AMERICA,MAN,
9B16D025,,1,WHITE,EASTERN ASIA,MAN,
9B16E036,,1,ASIAN,EASTERN ASIA,MAN,52
9B16D024,,1,ASIAN,NORTH AMERICA,MAN,
9B16B020,,1,WHITE,NORTH AMERICA,MAN,
9B16C045,,1,WHITE,,MAN,
9B16N068,,0,,,,
9B16A062,,1,BROWN,SOUTHERN AFRICA,MAN,
9B16C044,,1,WHITE,SOUTHERN ASIA,MAN,
9B16D023,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M200,,1,BROWN,NORTH AMERICA,MAN,
9B16N066,,1,WHITE,NORTH AMERICA,MAN,76
9B16N067,,1,WHITE,NORTH AMERICA,MAN,
9B16D022,,1,WHITE,,MAN,
9B16M186,,0,,,,
9B16M199,,1,BROWN,NORTH AMERICA,MAN,71
9B16B019,,1,BROWN,EASTERN ASIA,MAN,
9B16M191,,1,ASIAN,WESTERN EUROPE,MAN,
9B16M195,,1,WHITE,SOUTHERN ASIA,MAN,
9B16M197,,1,BROWN,NORTH AMERICA,WOMAN,
9B16M198,,1,WHITE,SOUTHERN ASIA,MAN,
9B16N065,,1,BROWN,,MAN,
9B16M196,,0,,,,
9B16D021,,1,ASIAN,,MAN,
9B16M080,,0,,,,
9B16M081,,0,,,,
9B16N064,,1,WHITE,,MAN,
9B16C036,,0,,,,
9B16C037,,1,BROWN,NORTH AMERICA,MAN,
9B16E034,,1,WHITE,NORTH AMERICA,MAN,
9B16N063,,1,WHITE,SOUTHERN ASIA,MAN,60
9B16C041,,1,BROWN,NORTH AMERICA,WOMAN,
9B16M192,,1,WHITE,NORTH AMERICA,WOMAN,
9B16M193,,1,WHITE,NORTH AMERICA,MAN,
9B16M194,,1,WHITE,NORTH AMERICA,MAN,66
9B16E033,,1,WHITE,NORTH AMERICA,WOMAN,
9B16A060,,1,WHITE,SOUTHERN ASIA,MAN,
9B16D020,,1,BROWN,NORTH AMERICA,MAN,
9B16B018,,1,WHITE,NORTH AMERICA,MAN,
9B16M190,,1,WHITE,NORTH AMERICA,MAN,
9B16M173,,1,WHITE,EASTERN ASIA,WOMAN,
9B16N059,,1,ASIAN,SOUTHERN ASIA,MAN,
9B16N062,,1,BROWN,NORTH AMERICA,MAN,
9B16E032,,1,WHITE,NORTH AMERICA,MAN,28
9B16M188,,1,WHITE,,MAN,
9B16A057,,0,,,,
9B16M187,,0,,,,
9B16M189,,1,ASIAN,,MAN,
9B16M179,,0,,,,
9B16M181,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M182,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M183,,1,BROWN,NORTH AMERICA,MAN,
9B16M184,,1,WHITE,,MAN,
9B16M185,,0,,,,
9B16A059,,1,ASIAN,NORTH AMERICA,MAN,
9B16B014,,1,WHITE,SOUTHEASTERN ASIA,WOMAN,
9B16E031,,1,BROWN,,MAN,
9B16N058,,0,,,,
9B16A058,,1,BROWN,NORTH AMERICA,MAN,
9B16B017,,1,WHITE,WESTERN ASIA,WOMAN,
9B16M180,,1,,SOUTHERN ASIA,MAN,39
9B16C035,,1,BROWN,SOUTHERN ASIA,MAN,
9B16A056,,1,BROWN,NORTH AMERICA,MAN,
9B16C034,,1,BLACK,NORTH AMERICA,WOMAN,
9B16M177,,1,WHITE,NORTH AMERICA,MAN,
9B16M178,,1,WHITE,SOUTHERN ASIA,MAN,
9B16A053,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M171,,0,,,,
9B16M172,,0,,,,
9B16B013,,1,BROWN,,MAN,
9B16C032,,0,,,,
9B16M168,,1,,,WOMAN,
9B16M169,,0,,,,
